S No,Media Site Id,City,Zone,Locality,Pin Code,Office Building Name,No of Employees (Approx),No of Screens,No of impressions per month,Screen Size,"Latitude,Longitude",Facility Type,Tenant Details
87,MSWEZFH4,Mumbai,Western Mumbai,Goregaon East,400063,WeWork - Nesco IT Park,3500,4,50400,43 inch LED TV,"19.152610778808594,72.855712890625",Coworking space,"KPMG, Dominos Pizza"
88,MS7QRPD7,Mumbai,South Mumbai,Nariman Point,400021,Wework - Express Tower,500,1,12600,43 inch LED TV,"18.928171,72.820095",Coworking space,"Indian hotels company pvt ltd, Consulate General of spain"
89,MS21WEP9,Mumbai,Navi Mumbai,Airoli,400708,Raheja Mindspace IT Park - Airoli East,49800,15,189000,55 inch LED TV,"19.16215705871582,73.000732421875",Corporate Office,"L&T , IBM, Accenture, Cognizant, Wipro, Teradata, LTI, GLOBE UP, Citius Tech, Eclerx, Crisil"
90,MSG925Q1,Mumbai,Western Mumbai,Andheri,400093,The Summit Business Park Premises,6000,70,882000,32 inch LED TV,"19.116499,72.857413",Corporate Office,"FinMen Advisors Pvt Ltd, Acumen HR Consulting Services, Matrix & Cheryls Education Studio, Proactive Data Systems Pvt, Belito solution LLP, Proactive Data Systems Pvt. Ltd.,  E-Axis Immigration Pvt. Ltd, FREIGHT SYSTEMS (I) PVT. LTD, Halewood Laboratories Pvt. Ltd, RRDL and Associates, Growth Corner Advisor Pvt. Ltd"
91,MSR549G4,Mumbai,Central Suburbs,Mulund,400063,Carnival HUB Work Spaces,600,1,12600,32 inch LED TV,"19.150379180908203,72.85641479492188",Corporate Office,"ShadowFax Mumbai., Realmi Mobile."
92,MS6W32XF,Mumbai,Mumbai,Andheri East,400069,Kaledonia (Redbrick Offices),1900,2,25200,32 inch LED TV,"19.113752365112305,72.84725189208984",Coworking space," Sapio Analytics, Corporatehunt,  Maharashtra Aviation Academy,  GoAir Training Centre Kaledonia,  Imarticus Learning Mumbai,  ARKA Fincap Ltd,  WebAxis,  Brandmovers India"
93,MSG66C6W,Mumbai,Mumbai,Yadav Nagar,400072,TEX Centre (Redbrick Offices),198,1,12600,32 inch LED TV,"19.111520767211914,72.89276885986328",Coworking space," Ace Logic Business Solutions|Digital Marketing Company in, AdvaCare Pharma USA - India Operations, Evo Foods, Time Technoplast Ltd.,  Intertek India - Mumbai, Chandivali"
94,MSXECX9R,Mumbai,Mumbai,Chadivali,400076,Symphony IT Park (Redbrick Offices),420,2,25200,32 inch LED TV,"19.116010665893555,72.8934097290039",Coworking space," Vernost Marketing Technology Solutions Pvt. Ltd.,  Buzz Bee Studio - Digital Marketing Agency,  ATHENA BPO PVT. LTD"
95,MS4QE45V,Mumbai,Thane West,Chirak Nagar,400607,Lodha Ithink (Redbrick Offices),1714,1,12600,32 inch LED TV,"19.211387634277344,72.97148132324219",Coworking space," Ingenero Technologies (I) Pvt. Ltd.,  Ventura Securities Ltd - Corporate Office,  Ipsos DSC,  Onmobile Global,  Euronet Services India,  Techint India Private Limited.,  ProgIST Solutions LLP,  Novateur Electrical & Digital System Pvt. Ltd.,  NoBroker,  Panasonic Life Solutions"
96,MSEW8CP6,Mumbai,Thane,Estat,400013,Kalpataru Prime (Redbrick Offices),1800,1,12600,32 inch LED TV,"19.19737434387207,72.95653533935547",Coworking space,"GDFS Wealth,  , Shree Laxmi Auto Mobile Engineering Works, ""Reliance Home Finance,,  Financial Software & Systems Pvt Ltd,,  Cogent, Procentris India Private Limited,, Owens Asia Private Limited,"
97,MSDJN6AF,Mumbai,Navi Mumbai,Turbhe,400705,Rupa Renaissance (Redbrick Offices),475,1,12600,32 inch LED TV,"19.063308715820312,73.02747344970703",Coworking space,"Electricité de France,  Infinx,  Inspire Cospaces,  Econship Tech Pvt. Ltd,  Blenheim Chalcot IT Services India Pvt. Ltd. (Navi Mumbai)"
98,MSW7YBPY,Mumbai,Mumbai,Lower Parel,400013,One World Centre (Redbrick Offices),1800,1,12600,32 inch LED TV,"19.00655174255371,72.83246612548828",Coworking space,"Aditya Birla Health Insurance Co. Limited.,  , SORIL Infra Resources Limited, , British Council, , Kirloskar Capital Ltd.,,  Prahaar,, Oman India Joint Investment Fund,,  Flexiloans Technologies Pvt. Ltd.,"
99,MSRQM942,Mumbai,Central Mumbai,Mulund,400080,Nirmal Corporate Centre CSL,5000,2,25200,32 inch LED TV,"19.165392,72.937536",Corporate Office,
100,MSTD5QD0,Mumbai,Mumbai,Mulund West,400080,Nirmal Corporate Centre,5000,2,25200,24 inch LED TV,"19.165392,72.937534",Corporate Office,
101,MS93MAYZ,Mumbai,Thane,Thane West,400604,Supremus-Ii Thane Commercial Premises CSL,5000,4,50400,55 inch LED TV,"19.198356,72.949064",Corporate Office,"Ashokasha Exim Private Limited, Ideas 4 Transformation Pvt Ltd, Vintage Vibes Services Pvt. Ltd, Zamil Steel Buildings India Pvt. Ltd. (Mumbai Office), Technolutions Projects Private Limited, The AK Events - Event Management Company in Mumbai, Kapse Consulting Engineers Pvt.Ltd, BioLinx India Pvt Ltd, Sankey Solutions Pvt. ltd., Light and Shade Events, Fineoteric Consulting LLP - Thane"
102,MSK04HBQ,Mumbai,Western Mumbai,Marol Naka,400059,Fleet House Global Park,4800,2,25200,43 inch LED TV,"19.108753,72.879082",Corporate Office,"Universal NutriScience Pvt Ltd, Ethika Insurance Broking Pvt. Ltd, Texport Syndicate Private Limited, Fortrea"
103,MSMKSB97,Mumbai,Western Mumbai,Andheri east,400056,Times Square Tech Park,4000,4,50400,43 inch LED TV,"19.108286,72.883445",Corporate Office," Interactive Brokers India Pvt. Ltd., Digital Vidya | #1 Digital Marketing Course in Mumbai,  Iron Mountain INDIA Pvt Ltd,  Beco - Kwick Living (I) Pvt Ltd,  Raksha Health Insurance TPA Pvt Ltd, Penta Freight Private Limited, Viva Composite Panel Pvt Ltd | ACP Manufacturer, Penta Freight Private Limited"
104,MSYRTJ52,Mumbai,West,Muland,400064,Paradigm Technology Park,3600,2,25200,43 inch LED TV,"19.180461883544922,72.83268737792969",Corporate Office,"Travelex India Pvt Ltd, Narayan Enterprise"
105,MS602HC0,Mumbai,Mumbai,Andheri East,400056,Times Square Tech Park (POD Screens),4000,1,12600,43 inch LED TV,"19.108205795288086,72.88347625732422",Corporate Office,"Penta Freight Private Limited, Beco - Kwick Living (I) Pvt Ltd, Xoriant Solutions Pvt. Ltd., Raksha Health Insurance TPA Pvt Ltd, Digital Vidya | #1 Digital Marketing Course in Mumbai, Syndrome Technologies Pvt. Ltd., Saini Pati Shah & Co LLP, Chartered Accountants"
106,MS89CSR3,Mumbai,Western Mumbai,Marol Naka,400059,Fleet House Global Park (Pod Screens),4800,1,12600,43 inch LED TV,"19.108774,72.879135",Corporate Office,"Texport Syndicate Private Limited, Fortrea, Ethika Insurance Broking Pvt. Ltd, Universal NutriScience Pvt Ltd"
107,MSRN415F,Mumbai,Thane,Chirak Nagar,400607,Awfis - Lodha IThink,563,1,12600,32 inch LED TV,"19.211417,72.971283",Coworking space,"Pan Gulf Technologies Pvt. Ltd., Euronet Services India, I Think Techno Campus, Ingenero Technologies (I) Pvt. Ltd., Techint India Private Limited."
108,MS4FJQGH,Mumbai,South Mumbai,Wadala,400037,Awfis - Vios Towers,560,1,12600,32 inch LED TV,"19.3148250579834,73.00001525878906",Coworking space,"GMM Pfaudler, Nainit Savla"
109,MSFMWYCW,Mumbai,Western Suburbs,Goregaon,400063,Awfis - Raheja Titanium,,1,12600,32 inch LED TV,"19.150096893310547,72.85445404052734",Coworking space,
110,MS5WF763,Mumbai,Mumbai,Malad West,400064,Paradigm Technology Park,,1,12600,43 inch LED TV,"19.180559158325195,72.83326721191406",Coworking space,"Travelex India Pvt Ltd, The Game Ranch, NYVFXWAALA, Paradigm A"
111,MSQ1Z3CK,Mumbai,Thane,Waghbil,400604,Centrum IT Park,6000,14,176400,32 inch LED TV,"19.188587188720703,72.9549789428711",Corporate Office,
112,MSFXT374,Mumbai,Navi Mumbai,Airoli,400708,Raheja Mindspaces - Airoli West,20150,5,63000,55 inch LED TV,"19.17477035522461,72.99337768554688",Corporate Office,"Axis bank, IDFC, EY Service PVT LTD, Accenture, UBS, wipro, ATOS, GEP, Finicity, CMA, Crossasyst, Here Solutions, KRC , Technimount, Share Khan, Infrasoft (Kiya.ai), HDFC, Essar UK, Black Box"
113,MSPJ2GQN,Mumbai,Navi Mumbai,Belapur,400614,NMS Titanium,3500,5,63000,55 inch LED TV,"19.009201049804688,73.03582000732422",Corporate Office,
114,MS1037TY,Mumbai,South Mumbai,Lower Parel,400018,Raheja Mindspace - Altimus ,10000,2,25200,55 inch LED TV,"19.0060977935791,72.82121276855469",Corporate Office,JP Morgan
115,MSJYEH34,Mumbai,Navi Mumbai,Juinagar,400706,Raheja Mindspaces - Juinagar,9000,3,37800,55 inch LED TV,"19.052223205566406,73.02864837646484",Corporate Office,
116,MS745VAC,Mumbai,Western Suburbs,Andheri,400072,Sagar Tech Plaza A ,2500,2,25200,32 inch LED TV,"19.103410720825195,72.88626098632812",Corporate Office,"UBM India, Victaulic India, De Dietrich Process Systems, Vision Engineering, ABC Techno Labs, Media Nucleus India"
117,MS9D726F,Mumbai,Western Suburbs,Andheri,400072,Sagar Tech Plaza A {IE},2500,3,37800,24 inch LED TV,"19.103410720825195,72.88626098632812",Corporate Office,"UBM India (Events & Exhibitions), Victaulic India, De Dietrich Process Systems, Vision Engineering, ABC Techno Labs, Media Nucleus India"
118,MSGJ1AJA,Mumbai,Western Suburbs,Andheri,400072,Sagar Tech Plaza B ,4500,1,12600,32 inch LED TV,"19.103410720825195,72.88626098632812",Corporate Office,"Accenture, Capgemini, WNS Global Services, Sutherland Global Services, De Dietrich Process Systems, Arlo Ship Management"
119,MSTV3DEN,Mumbai,Western Suburbs,Andheri,400072,Sagar Tech Plaza B {IE},4500,3,37800,24 inch LED TV,"19.103410720825195,72.88626098632812",Corporate Office,"Accenture, Capgemini, WNS Global Services, Sutherland Global Services, De Dietrich Process Systems, Vision Engineering, Arlo Ship Management"
120,MSSWWEE3,Mumbai,South Mumbai,Lower Parel,400030,Raheja Mindspaces - Ascent,8000,2,25200,55 inch LED TV,"19.00796127319336,72.82056427001953",Corporate Office,
121,MS6RV8YQ,Mumbai,Navi Mumbai,Airoli,400708,GigaPlex,,1,12600,55 inch LED TV,"19.174888610839844,72.99213409423828",Coworking space,
122,MS814KAJ,Mumbai,Western Suburbs,Bandra,400051,Godrej BKC,350,1,12600,55 inch LED TV,"19.061447143554688,72.8676986694336",Coworking space,
123,MS5Z02JR,Mumbai,Western Suburbs,Ville Parle West,400059,R Square,500,2,25200,55 inch LED TV,"19.112268447875977,72.86922454833984",Coworking space,
124,MSF425EV,Mumbai,South Mumbai,Lower Parel,400018,Altimus (TS),8000,1,12600,55 inch LED TV,"19.00618553161621,72.82119750976562",Coworking space,
125,MSZH95MK,Delhi,Delhi,Connaught Place,110001,Workflow by Oyo - CP2,150,2,25200,32 inch LED TV,"28.630673,77.213914",Coworking space,
126,MS728N6B,Delhi,New Delhi,Badarpur,110044,Awfis - Mohan Cooperative,700,3,37800,32 inch LED TV,"28.526133,77.290043",Coworking space,"GODREJ INFOTECH, practo, BMM, ADG, tech connect, sixredmarbles, asuku India Pvt Ltd, iVlentor"
127,MS0EXRH6,Delhi,New Delhi,Badarpur,110044,Awfis - Mohan Cooperative 2,400,1,12600,32 inch LED TV,"28.526067,77.290226",Coworking space,"GODREJ INFOTECH, practo, BMM, ADG, tech connect, sixredmarbles, asuku India Pvt Ltd, iVlentor"
128,MSRE3633,Delhi,New Delhi,Cannaught Place,110001,Awfis - Connaught Place,400,2,25200,32 inch LED TV,"28.634251,77.222087",Coworking space,"Trafigura, AdZ, triggerise, seagate, silox, ag aqugen, CGSC, New Vertical, RUSSELL, alive&thrive"
129,MS05DCM5,Delhi,Delhi,Pushp Vihar,110017,Workflow by Oyo - Old Fort Saket,700,1,12600,32 inch LED TV,"28.52902915,77.2162008",Coworking space,"Ionline ventures pvt ltd, Wozo Gaming pvt ltd,,  Synapse value tech pvt ltd, Voxo studios,, Transactree enterprises pvt ltd,, Whitestone advisory services llp, lumitree equipments enterprises oakridge new Energies, Skyewave, Ifflair consulting private limited,, Medhavi professional services pvt ltd, Supergrowth investments pvt ltd,"
130,MSEJFCXA,Delhi,Delhi,Connaught Place,110001,Workflow by Oyo - CP Regal,100,1,12600,32 inch LED TV,"28.630673,77.213914",Coworking space," Virkauf DMC,  , Bookmyartist,, StudyReach,,  EduPristine,  Dristee,"
131,MS0WE9VP,Delhi,Delhi,Pushp Vihar,110017,Workflow by Oyo - RV Saket,700,1,12600,32 inch LED TV,"28.52783,77.217587",Coworking space,
132,MSTW7GDW,Delhi,New Delhi,Qutub Institutional Area,110016,Awfis - Qutab 2,400,1,12600,32 inch LED TV,"28.536894,77.187324",Coworking space,
133,MSW0B4NQ,Delhi,North,Sector 4,201301,Awfis - Majestic Omnia,317,2,25200,32 inch LED TV,"28.582133,77.323302",Coworking space," Vertex Customer Management India Private Limited, Kothari Pouches,  Kuoni Business Travel (I),  Studio GENESIS,  Imperial Institute Of Management…"
134,MSZ48NST,Delhi,Malviya Nagar,Malviya Nagar,110017,WeWork - Eldeco,2500,1,12600,43 inch LED TV,"28.528833389282227,77.20541381835938",Coworking space,Clove Dental
135,MS92VJSJ,Delhi,South,Aerocity,110037,Workflow by Oyo - Aerocity,320,3,37800,32 inch LED TV,"28.549797,77.121154",Coworking space,"Hyperqube Ionic Pvt.Ltd. , Skyhub aero Pvt.Ltd, , Benesse india Pvt Ltd, , August energy pvt.ltd,,  Metavasi energy Pvt.Ltd, "
136,MSD6A5H7,Delhi,New Gurgaon,Sector 61,122098,India Accelerator Coworking - BPTP Centra One,450,6,75600,32 inch LED TV,"28.4161319732666,77.09305572509766",Coworking space," ERA CASA PICASSO, BAHALA GROUP,  Invest Plus Realty: Build Your Dreams, HONO (SequelOne Solutions Pvt.Ltd, India),  RippleHR Global Consulting, Bharat RERA"
137,MS8E4QGC,Delhi,Noida,Sector 126,201303,Qbicals Coworking - Sector 126,280,1,12600,32 inch LED TV,"28.540822,77.341644",Coworking space,
138,MSCA4AB4,Delhi,Badshahpur,Sector 66,122018,Emaar Colonnade,3000,5,63000,55 inch LED TV,"28.406205,77.056604",Office Cum Mall,"Sony,  Reliance, ICICI Lombard,  Ekana,  Eldeco, Doorbhai-"
139,MS0GT2PQ,Delhi,Noida,Sector 62,201301,Logix Cyber Park,6000,15,189000,43 inch LED TV,"28.6124324798584,77.36554718017578",Corporate Office,"Akognos Life Sciences Pvt. Ltd., IBA InfoTech Pvt. Ltd, Siemens Advanta, MAssist CRM Software, Kanoon-e Law Firm | RERA Lawyer |Corporate Lawyer | Divorce Lawyer, CodeVyasa, Inferrix Greentech Private Limited"
140,MSAS452J,Delhi,North East,Sector 122,201303,Corporate Park,5800,3,37800,43 inch LED TV,"28.548471,77.331993",Corporate Office,"VoerEir India Private Limited, SourceFuse Technologies India, KritiKal Solutions, Magic FinServ, Rezo.AI"
141,MS1694FV,Delhi,Noida,Sector 26,110016,Logix Infotech Park - 2,,4,50400,32 inch LED TV,"0,0",Corporate Office,
142,MS0WA2TR,Gurgaon,West,"Ambience Island, NH 48",122002,Awfis - Ambience Mall,1433,3,37800,32 inch LED TV,"28.50251131,77.09739055",Coworking space,"Burda Media India Pvt. Ltd,  Procloz"
143,MSZTPY8H,Gurgaon,East,"Durga Colony, Sector-40",122022,Awfis - Unitech Cyber Park - 2,1000,2,25200,32 inch LED TV,"28.444673,77.057911",Coworking space,"Sato argox india pvt ltd, ,ultra commercia, archer and bullet,, Pariwar finance,, xoriant solutions pvt ltd,  Make positive provar pvt ltd, AZB patners, Martwork, regus business centre, amantyatechnology pvt ltd, passion gaming"
144,MSYTT6CA,Gurgaon,New Gurgaon,Sector-63,122011,Awfis - Paras Trinity,500,3,37800,32 inch LED TV,"28.401274,77.091767",Coworking space,"Godrej infotech, sixredmarbles, practo,, Sportiva lifestyle pvt ltd, ,imentor,, asuku india pvt ltd, tech connect,"
145,MSTK11X1,Gurgaon,South,Sector 53,122022,Workflow by Oyo - GCR,600,2,25200,32 inch LED TV,"28.432929,77.101399",Coworking space,"Idiotic Media, Walmart India, AWS website Design Services, Yes2growth, Orchid Centre, Blue Optima, Kundan Kishore, ,Enivox Services"
146,MSG5VGYQ,Gurgaon,Central,Sector 18,122008,Nucleus - One Qube,950,3,37800,55 inch LED TV,"28.48594093322754,77.07490539550781",Corporate Office,Klay
147,MS8SYJY4,Gurgaon,East,Sector 44,122003,Workflow by Oyo - Innov8 CLC Tower,200,1,12600,32 inch LED TV,"28.44929205,77.07525645",Coworking space,
148,MS1WYF4B,Gurgaon,New Gurgaon,Sector 65,122005,Awfis - Suncity Success Tower,700,2,25200,32 inch LED TV,"28.408963,77.070567",Coworking space,"Finzoom investment advisors pvt ltd, , INDmoney pvt ltd, ADFI digital pvt ltd"
149,MSPR1V9P,Gurgaon,Gurugram,Udhoy Vihar,122016,WeWork - Blue One Square,2000,10,126000,43 inch LED TV,"28.495519638061523,77.0849838256836",Coworking space,Crescendo Global
150,MS3PDAHW,Gurgaon,Gurugram HR,Cybercity,122002,WeWork - Forum,5000,14,176400,43 inch LED TV,"28.49688148498535,77.09190368652344",Coworking space,"AB media, Amalgo Labs, CA B K Goyal & Co LLP Chartered Accountants - CA in Gurgaon, Income Tax Consultancy in Gurgaon"
151,MSNZFDDZ,Gurgaon,JOHN TOWER PHASE-3,Udyog Vihar,122016,Wework - VI John,2500,8,100800,43 inch LED TV,"28.505718231201172,77.08865356445312",Coworking space,"Captain decor, Mercury Solution limited, Media sense India"
152,MSJJ4KJR,Gurgaon,Central,Sushant Lok Phase I,122002,Unitech - Trade Center,9200,1,12600,55 inch LED TV,"28.458889,77.076964",Corporate Office," Six Red Marbles,  NTT DATA Corporation,  AccountabilIT GDC India Pvt. Ltd.,  Fulcrum ALM Solutions, Bertelsmann (BII) - Gurgaon,  Kognoz Research & Consulting Private Limited"
153,MS4V6TEV,Gurgaon,South,"Sector 45, Arya Samaj Rd, Greenwood City",122003,Unitech - Commercial Tower 2,5750,1,12600,55 inch LED TV,"28.44415,77.059761",Corporate Office," Delmonte New Office,  Liquid Designs,  Nupay (Entellus Business Solutions Private Limited),  SARFINS CARE, Adiona Travels Pvt"
154,MSE002V6,Gurgaon,South,Sector 50,122018,Unitech - Business Zone,5800,4,50400,55 inch LED TV,"28.413759,77.072056",Corporate Office,"INDXX Capital Management Pvt. Ltd.,  VERDIS, Trinity Infratech,  S R K Tele Energy India Private Limited, Mcnroe Consumer Products Pvt. Ltd., Sodhi Super Market Nirvana Sector 50,  Starfin India Private Limited,  LEX IP CARE,  Meltwater Corp, CoElevate @ Nirvana Country , Ooms Polymer Modified Bitumen P. Ltd"
155,MSD7DMZF,Gurgaon,East,"Durga Colony, Sector 39",122003,Unitech - Cyber Park,17000,4,50400,55 inch LED TV,"28.443366,77.056084",Corporate Office," Refpay Media Pvt Ltd,  Sankalp Bharat,  PMG Ideation Centre,  Sequential Technology International,  CIF INDUSTRIES PRIVATE LIMITED, Accor Plus- Gurgaon office,  DotPe Private Limited,  Infollion Research Services,  Thome Ship Management,  Xoriant Solutions Pvt. Ltd."
156,MS0TBEKG,Gurgaon,West,Sector 15,122003,Unitech - Signature Tower,9000,2,25200,55 inch LED TV,"28.466611862182617,77.05805206298828",Corporate Office," Prakash associate and company,  QuickSun Technologies,  MullenLowe Lintas Group, Ashok Leyland Ltd,  Becton Dickinson Private Limited,  KIRANAKART TECHNOLOGIES PRIVATE LIMITED, Incuspaze,  JFE SHOJI INDIA PVT LTD. Gurgram Branch, SD Biosensor Healthcare Pvt Ltd.,  Toll Global Forwarding (India) Pvt. Ltd.,  NK COMPUTER CLASSES"
157,MSA2MHFK,Gurgaon,West,Sikandarpur,122002,Unitech - Global Business Park,12000,3,37800,55 inch LED TV,"28.481244,77.102029",Corporate Office,"GBP I Healthcare Services Private Limited, iFixit Apple Service Centre, Perfetti Van Melle India Private Limited ,  GBP I Healthcare Services Private Limited,  Quest Venture Cooordinators Pvt. Ltd,  Sesderma India Private Limited, Third Eye Integrated Services Pvt Ltd,  ISM EDUTECH PVT LTD,  FUJIFILM Sonosite India Pvt Ltd,  IBERIA SKIN BRANDS INDIA PVT. LTD.,  ETAP AUTOMATION PVT. LTD."
158,MSWBPSVY,Gurgaon,West,"Sikanderpur, Sector 26",122002,Unitech - Gateway Tower,7000,1,12600,55 inch LED TV,"28.48133087158203,77.10389709472656",Corporate Office,"MMTC-PAMP India Pvt. Ltd., Mitsubishi Electric India Private Limited,  Tecnimont"
159,MS7GG0QS,Gurgaon,East,Sector 41,122003,Unitech - Business Park,7000,2,25200,55 inch LED TV,"28.458200454711914,77.0702896118164",Corporate Office," x-foN Solutions,  Alchemist Marketing Talent Solutions Private Limited, Energy Efficiency Services Limited,  Alchemist Marketing Talent Solutions Private Limited,  IntelliSmart, NEWTIMES DEVELOPMENT INDIA PVT. LTD.,  Okaya & Co India Pvt.Ltd.,  LOREAL INDIA PRIVATE LIMITED,  ETAS India,  Bosch Ltd"
160,MSYQNMSD,Gurgaon,West,Sector 25,122002,India Accelerator Coworking - MGF Metropolis Mall,570,6,75600,32 inch LED TV,"28.481225,77.080309",Coworking space,"GIC HOUSING FINANCE LTD., GIC HOUSING FINANCE LTD., KOSE Corporation India Pvt. Ltd.,  ITO ELECTRONICS INDIA PVT. LTD,  STEPSMITH IMMIGRATION SERVICES PVT. LTD."
161,MS0WQZN8,Gurgaon,Central,Sushant Lok Phase I,122002,India Accelerator Coworking - Vatika Triangle,300,3,37800,32 inch LED TV,"28.479536056518555,77.08334350585938",Coworking space,"Empathy Relocations Gurgaon,, Mytex Polymers India Pvt Ltd, Dairy Craft India Pvt Ltd,  UAS International Holidays Pvt Ltd,,  Boerger India Pvt. Ltd., , Mitsubishi Chemical India Pvt. Ltd.,,  Proman Securitech Pvt. Ltd."
162,MSY5CNJR,Gurgaon,Daryaganj,Sector 102,122505,Satya The Hive,15000,1,12600,55 inch LED TV,"28.470913,76.962616",Office Cum Mall,"The Holy Kingdom Conference Center, Mediff Pharma Pvt Ltd, Propcop Realtors Pvt.Ltd., Desire Div - Website Designing Company in Gurgaon"
163,MS0AEWEV,Gurgaon,Gurugram, Sector 102,122505,Satya The Hive {IE},,2,25200,24 inch LED TV,"28.471032,76.962608",Office Cum Mall,"The Holy Kingdom Conference Center, Propcop Realtors Pvt.Ltd., Desire Div - Website Designing Company in Gurgaon, FEBROL LIFT INDIA PRIVATE LIMITED, Crime Scanner Pvt. Ltd. (Detective Agency), VIKAS CHOUDHARY AND COMPANY, DkOr Modular Kitchen & Interiors, Benson Trophy Manufacture in Gurgaon"
164,MSWWFWVM,Gurgaon,Sohna road,Sector 49,122002,Centrum Plaza,800,4,50400,32 inch LED TV,"0,0",Office Cum Mall,"FC Fettle Crave, MoreTasks, Unicharm India Private Limited, Elefo Biotech Private Limited, Nissin ABC Logistics Pvt. LTD., One Gloge, FC Fettle Crave, Homeseek Realtors, Graphica Printing Store"
165,MSHZR6EP,Gurgaon,Central,Sector 19,122015,India Accelerator Coworking - IA Udyog Vihar,700,4,50400,32 inch LED TV,"28.50094223022461,77.08051300048828",Coworking space,
166,MSE3BHTQ,Gurgaon,Sohna road,Sector 49,122018,Satya The Element One,1200,4,50400,24 inch LED TV,"28.420336,77.050941",Office Cum Mall,"Arogya Yogshala, Triss Salon Gurugram, Advik Real Estate, Spa Lavish Massage Center-Thai Spa in Sector 49 Gurgaon"
167,MS2VP1PQ,Gurgaon,GURGAON,SOHNA ROAD,122001,ILD Grand,700,1,12600,55 inch LED TV,"28.449617,77.041302",Office Cum Mall,"Vatika City 2, My Wed Light, Rahul Chaudhry & Partners, Satya Nora , M3M Offices Gurgaon, Godrej South Estate"
168,MSDGS582,Gurgaon,Central,DLF Phase 3,122010,DLF Cyber City Building 10,600,2,25200,55 inch LED TV,"28.496782302856445,77.09459686279297",Coworking space,
169,MSSE4MG8,Gurgaon,Central,DLF Phase 3,122002,DLF Cyber City Building 8,500,2,25200,55 inch LED TV,"28.49506378173828,77.08914184570312",Coworking space,
170,MS0Q6ZCB,Gurgaon,Central,DLF Phase 3,122002,DLF Downtown 4,1300,1,12600,55 inch LED TV,"28.494380950927734,77.09992218017578",Coworking space,
171,MSAW07RP,Gurgaon,Central,DLF Phase 1,122002,DLF Two Horizon Center,650,2,25200,55 inch LED TV,"28.47634506225586,77.09313201904297",Coworking space,
172,MSW52EMH,Gurgaon,Central,MG Road,122022,Global Gateway,550,1,12600,55 inch LED TV,"28.481279373168945,77.103759765625",Coworking space,
173,MSCVKSVD,Gurgaon,South,Golf Course Ext Rd,122098,Good Earth Business Bay,550,1,12600,55 inch LED TV,"28.41431999206543,77.1083755493164",Coworking space,
174,MSJ4AD4F,Noida,Noida,Sector 132,201301,Express Trade Towers 2,3000,50,630000,32 inch LED TV,"28.51494,77.37937",Corporate Office,
175,MSTGAQEV,Noida,Commercial and IT Hub Localities,Sector 90,201305,Etherea - Coworking Space,700,3,37800,32 inch LED TV,"28.513225,77.408527",Coworking space,"Avanthika InnovationsPVT (24th FLOOR), Badaghaar, Parkmate Hive"
176,MSXASYCH,Noida,Sector 62A,Commercial and IT Hub Localities,201309,Awfis - Knowledge Boulevard,736,3,37800,32 inch LED TV,"28.630014419555664,77.36787414550781",Coworking space," Affiliated Computer Services of India Pvt Ltd, Quiver Infoservices Ltd.,  Bureau Veritas GSSC, Altran Technologies India Pvt. Ltd.,  Ericsson India Global Services,  Mishi office, Microsoft Dynamics Partner - Tectura India,  Drishtee"
177,MSYEFS2X,Noida,Noida,Sector 16B,201301,WeWork - Berger One,1356,3,37800,43 inch LED TV,"28.57412338256836,77.30876922607422",Coworking space,
178,MSQEMCD2,Noida,Noida,Sector 62,201301,India Accelerator Coworking - The Iconic Corenthum,470,6,75600,32 inch LED TV,"28.627609,77.373694",Coworking space,"""ZUBDHA PRIVATE LIMITED,  KRH MANUFACTURING AND MANAGEMENT PRIVATE LIMITED,  Oye Turtle LLP ( Earlier it was Spotlight),  Qdesq Realtech Private Limited,   Upflex Anarock India Pvt. Ltd,  Qdesq Realtech Private Limited,  The BIZ LADY, Brandzindia Services Private Limited,   SANEG ENGINEERING PRIVATE LIMITED,  Legal Angle,  EURONICS INDUSTRIES PRIVATE LIMITED"
179,MS6SVF41,Noida,Noida,Sector 63,201306,Qbicals Coworking - Sector 63,250,2,25200,32 inch LED TV,"28.626246,77.377604",Coworking space,
180,MSSCMGZ7,Noida,Noida,Sector 16,201031,World Trade Tower,3500,14,176400,43 inch LED TV,"28.576401,77.316625",Corporate Office,"House Of Diagnostics, Elconconnectors Cables Pvt Ltd, Cube Highways and Transport Assets Advisors Private Limited, Ultratech Cement Limited, Instadeal | Real Estate Services"
181,MSA17YGS,Noida,Noida,Sector 127,201313,Awfis - Bhutani Technopark,323,1,12600,32 inch LED TV,"28.576995849609375,77.2767333984375",Coworking space,
182,MSVSP7ZC,Noida,Commercial and IT Hub Localities,Sector 136,201304,ATS Bouquet,650,6,75600,55 inch LED TV,"28.510347366333008,77.38070678710938",Corporate Office,
183,MSS98KVH,Noida,Noida,Sector 62,201309,Awfis - Majestic Signia,450,2,25200,32 inch LED TV,"28.628358,77.358741",Coworking space,"Insights Opinion | Market Research Company in India, Neeuweg Technologies, UXDLAB Software, MEESHA INTERNATIONAL"
184,MSGBNRPJ,Noida,Delhi,Connaught Place,110001,Awfis - Connaught Place,236,1,12600,32 inch LED TV,"28.634357,77.222136",Coworking space,
